source_id,channel,playlist_title,playlist_id,series_doc_id,youtube_count,firestore_count,gap
63,ישיבת הר עציון,"שיעורי מוצאי שבת | תשפ""ד",PLYW43ncrfYv8W5Ry5xFxc_1h7Rvnzb92N,ser_7516402401468922,10,0,10
63,ישיבת הר עציון,"על המלחמות ועל התשועות | חנוכה תשפ""ד",PLYW43ncrfYv8JaMzALrKoh70xsKAtnR3N,ser_2171320717434981,8,0,8
63,ישיבת הר עציון,אמונה בשעת מלחמה 2 | הרב יעקב מדן והרב איתמר אלדר,PLYW43ncrfYv8XlwlpiMn8vqTGQRYkKhjQ,ser_6692484124296197,9,0,9
63,ישיבת הר עציון,עיתים לתורה | שיעור מקוון במסכת בבא קמא,PLYW43ncrfYv-v6vO9ngv5le3GkbrtCa2z,ser_5064138907176159,22,0,22
63,ישיבת הר עציון,"שניים ליום - מסיימים תנ""ך בשנה",PLYW43ncrfYv_L1oAwPtIKy-8080EymflI,ser_8677299517966765,71,59,12
63,ישיבת הר עציון,"שיעורים ושיחות | מלחמת ""חרבות ברזל""",PLYW43ncrfYv9VGPBL9ibj9iP9kk0yvbED,ser_8497286760911285,17,9,8
63,ישיבת הר עציון,Ramban on the Torah,PLYW43ncrfYv-RDvoeBTPjErlPSnQ9jM7p,ser_6494667844184479,101,0,101
63,ישיבת הר עציון,"שיעורים למוצאי שבת | תשפ""ג",PLYW43ncrfYv-VyQgfBF1GJeLIKCXphAaI,ser_3957923851274633,8,0,8
63,ישיבת הר עציון,"רמב""ן על התורה",PLYW43ncrfYv9wRfvn_IdeMl3iFSwjB4U9,ser_5131558759772828,48,3,45
63,ישיבת הר עציון,שלושת השבועות,PLYW43ncrfYv_hmHW0A9589sPVVJuUx82O,ser_2011380689499513,12,1,11
63,ישיבת הר עציון,הספדים,PLYW43ncrfYv9tbhW3erWXBpBW55nKqdfS,ser_6992358958013465,23,13,10
63,ישיבת הר עציון,שיעורי מוצאי שבת,PLYW43ncrfYv-P-daKXF-4Ta2EmRqGP1np,ser_5927716692179095,54,32,22
63,ישיבת הר עציון,צום עשרה בטבת,PLYW43ncrfYv8lii_3a8R9RW-vgjAxsTNn,ser_2979617365193247,18,12,6
63,ישיבת הר עציון,הארה בפרשה | הרב יאיר קאהן,PLYW43ncrfYv-RTzf_eXjPYhwRsrb1fQgJ,ser_4203719518462382,44,0,44
63,ישיבת הר עציון,"ימי לימוד 'רבבה' | ישראל בין העמים | חנוכה תשפ""ב",PLYW43ncrfYv8RVJUao94MxtXoHYZ4iFMA,ser_3765401611881917,8,2,6
63,ישיבת הר עציון,חנוכה | Chanukah,PLYW43ncrfYv_B7p_FIrDdiCsJnO_gX6h9,ser_1351901249488642,103,50,53
63,ישיבת הר עציון,שיעור לשישי | חצי שעה לפרשת השבוע,PLYW43ncrfYv9LhmZ1BCNRgn110IL-TKVH,ser_9423590487078466,59,1,58
63,ישיבת הר עציון,פרשת שופטים | Parashat Shoftim,PLYW43ncrfYv8pam6I5K_jajRJcZD20Tmw,ser_7600191272194271,30,10,20
63,ישיבת הר עציון,מיקירי ירושלים - לזכרו של ר' ידעיה הכהן,PLYW43ncrfYv9f2isf56xHBGJ8Q8YacYIk,ser_6516373634428906,7,1,6
63,ישיבת הר עציון,פרשת עקב | Parashat Eikev,PLYW43ncrfYv_ZtdlQ19RxwJ0eAcAodvdp,ser_9186527222298869,22,5,17
63,ישיבת הר עציון,פרשת קרח | Parashat Korach,PLYW43ncrfYv8A8OqqxVu9DT0H3AamyLU_,ser_6492429779063813,29,7,22
63,ישיבת הר עציון,שיחות ושיעורים ליום ירושלים,PLYW43ncrfYv9uTm8HSYk9QOj0KzvDbosK,ser_7101725736070434,40,25,15
63,ישיבת הר עציון,"תנ""ך | ספר מלכים א' | הרב יעקב מדן",PLYW43ncrfYv-6JmSgADYhx9F2IbOBeViG,ser_5218635127041833,45,35,10
63,ישיבת הר עציון,אחרי מות-קדושים | Acharei Mot-Kedoshim,PLYW43ncrfYv9AIdX4u8v1Wx0mLC8VcWPm,ser_6164760813389430,38,10,28
63,ישיבת הר עציון,"זיכרון ועצמאות תשפ""א",PLYW43ncrfYv8ytHfk9IXMI8BPo3dW7Ws5,ser_3288758065752419,7,0,7
63,ישיבת הר עציון,תזריע-מצורע | Tazria Metzora,PLYW43ncrfYv-PLxXtJAFv5XuGh6mpM5sJ,ser_6199161501426692,38,11,27
63,ישיבת הר עציון,יום העצמאות | Yom Haatzmaut,PLYW43ncrfYv_6JP5UGQcaKnn0fVhcHmdp,ser_8794224068307868,43,17,26
63,ישיבת הר עציון,יום הזיכרון,PLYW43ncrfYv8JwXz6wONdb9aHuGJuVxu3,ser_6618131796366371,24,17,7
63,ישיבת הר עציון,יום השואה,PLYW43ncrfYv9BQTfoX-dw5umMvBK-hYG5,ser_9802074654816902,28,22,6
63,ישיבת הר עציון,פרשת שמיני | Parashat Shemini,PLYW43ncrfYv8tI58bc4oE8_fLeqvtV563,ser_9144079971010660,29,7,22
63,ישיבת הר עציון,שביעי של פסח,PLYW43ncrfYv9B8rkcdSE4pAzs01VwHvPb,ser_5127800481822596,10,2,8
63,ישיבת הר עציון,פרשת צו | Parashat Tzav,PLYW43ncrfYv_gGjgJboK8YRCna3Vggf0W,ser_1105328704695047,24,6,18
63,ישיבת הר עציון,ויקהל-פקודי | Vayakhel-Pekudei,PLYW43ncrfYv-s1ICJiOFmiN-qaHk4YouD,ser_1672145692834147,54,18,36
63,ישיבת הר עציון,פרשת כי תשא | Parashat Ki Tisa,PLYW43ncrfYv_QbKucRyKBu9s5-HBtiRWh,ser_5018344636657759,31,9,22
63,ישיבת הר עציון,פרשת תצווה | Parashat Tetzaveh,PLYW43ncrfYv-iGfInvikVlvQjX7sDh3WD,ser_5180150887056564,31,9,22
63,ישיבת הר עציון,פרשת תרומה | Parashat Teruma,PLYW43ncrfYv9yu3Yl2Lus7g3RqfiLXsOZ,ser_4726395030073919,34,10,24
63,ישיבת הר עציון,פרשת משפטים | Parashat Mishpatim,PLYW43ncrfYv-c4av2UYajoxbyQb0VziQV,ser_3253153785715992,39,11,28
63,ישיבת הר עציון,פרשת יתרו | Parashat Yitro,PLYW43ncrfYv8RADHKNUIWbcQON8XcqaCI,ser_6365896228898828,36,11,25
63,ישיבת הר עציון,פרשת בשלח | Parashat Beshalach,PLYW43ncrfYv_rqHLur-p4wpM0FmxeHnQ4,ser_7005172049332932,32,10,22
63,ישיבת הר עציון,"משה (מושקו) מושקוביץ ז""ל | איש רוח ומעשה",PLYW43ncrfYv9IxR_GOXFxadZVVlqRYD9W,ser_9730131929140266,36,28,8
63,ישיבת הר עציון,פרשת בא | Parashat Bo,PLYW43ncrfYv9jUlVc5fZ9cFAqp1EYbPw8,ser_5194724202526972,31,10,21
63,ישיבת הר עציון,פרשת וארא | Parashat Va’era,PLYW43ncrfYv9SRrMHMuE1TB-JngHYj1l2,ser_3483128409023661,32,10,22
63,ישיבת הר עציון,פרשת שמות | Parashat Shemot,PLYW43ncrfYv9zcBT9XcXSh9XO5JKZC0xQ,ser_2645009778381278,37,14,23
63,ישיבת הר עציון,פרשת ויחי | Parashat Vayechi,PLYW43ncrfYv9isF9Xtw42qIJ4wkuzvSPN,ser_3069997780118655,30,10,20
63,ישיבת הר עציון,פרשת ויגש | Parashat Vayigash,PLYW43ncrfYv8_Z6t_hlrSIQANcR0yd7xq,ser_2623036163724628,32,9,23
63,ישיבת הר עציון,פרשת מקץ | Parashat Miketz,PLYW43ncrfYv996cJEDdGZUioQmT59Wle3,ser_5569188379331058,30,11,19
63,ישיבת הר עציון,פרשת וישב | Parashat Vayeshev,PLYW43ncrfYv-Z_o-HloWJ-1p-9EtB_dNc,ser_2950427244600353,32,11,21
63,ישיבת הר עציון,פרשת וישלח | Parashat Vayishlach,PLYW43ncrfYv893eku0v_9izzrAyZDrfid,ser_6658499954740075,30,11,19
63,ישיבת הר עציון,פרשת ויצא | Parashat Vayetzei,PLYW43ncrfYv-Yz8YL5swFv5b6aIVzHYLC,ser_6672166357061082,33,12,21
63,ישיבת הר עציון,פרשת תולדות | Parashat Toldot,PLYW43ncrfYv_v2iWQ33KTX35pC3mO2mhs,ser_1750250937764901,31,10,21
63,ישיבת הר עציון,פרשת חיי שרה |  Parashat Chayei Sarah,PLYW43ncrfYv92wfvqLXzez3lGOTLe62wr,ser_7709066632712178,28,8,20
63,ישיבת הר עציון,פרשת וירא | Parshat Vayera,PLYW43ncrfYv8h9rQKwMJDbI8nSIFoQw2s,ser_1511686930273916,29,9,20
63,ישיבת הר עציון,ככה זה כשיש שניים | הרב עמיחי גורדין והרב חיים נבון,PLYW43ncrfYv_54k7QIb8JLkWy5eKMdFlx,ser_7585121998205476,52,30,22
63,ישיבת הר עציון,פרשת לך לך | Parshat Lech-Lecha,PLYW43ncrfYv_9-_btp11VMi3l2WID8mN5,ser_5299859870468877,28,9,19
63,ישיבת הר עציון,פרשת נח | Parshat Noach,PLYW43ncrfYv-VSb_ctPpUoj0ORONcAXm5,ser_4026905436555034,25,7,18
63,ישיבת הר עציון,"חידוש מהגוש | תשפ""א",PLYW43ncrfYv_JEFgvOqYPoNK4YtmJwYyg,ser_3605478412790633,46,0,46
63,ישיבת הר עציון,פרשת בראשית | Parashat Bereishit,PLYW43ncrfYv9RFVhFvy6cFkBQ6HBAFSCT,ser_8820821190078925,20,7,13
63,ישיבת הר עציון,סוכות | Sukkot,PLYW43ncrfYv-M4-f6vrsnTW06HNxzd91G,ser_1728578579559910,18,11,7
63,ישיבת הר עציון,5 Minutes on Parashat HaShavua | 5781,PLYW43ncrfYv9_GRRRsYhxqAk9dBCRI7NK,ser_9081871980699459,46,0,46
63,ישיבת הר עציון,שיחות מוסר לימי הרחמים והסליחות,PLYW43ncrfYv-f2vj9LV0fDj9dxaovdo9V,ser_8449759450074072,47,40,7
63,ישיבת הר עציון,יום הכיפורים | Yom Hakipurim,PLYW43ncrfYv-2fop7jN4HYiZq482x_0Cy,ser_5038921207761169,19,12,7
63,ישיבת הר עציון,פרשת האזינו | Parshat Ha'azinu,PLYW43ncrfYv9XD9yI5lPPoqh0Mur83nJO,ser_3683534136390271,18,5,13
63,ישיבת הר עציון,ראש השנה | Rosh Hashana,PLYW43ncrfYv9ebOg42d_eLvI8i0LyQVFf,ser_4084677124658393,40,29,11
63,ישיבת הר עציון,פרשת וילך | Parshat Vayelekh,PLYW43ncrfYv_zYftdcOa3w7Eopch0FWbM,ser_7397310848103704,22,0,22
63,ישיבת הר עציון,פרשת ניצבים-וילך | Parshat Nitzavim-Vayelekh,PLYW43ncrfYv-Rrpu-tuQCP7xfIgCkuGOg,ser_1168333629574233,41,3,38
63,ישיבת הר עציון,פרשת ניצבים | Parshat Nitzavim,PLYW43ncrfYv-qtfuaYQd7nutl9LhJ1D_b,ser_5047236137163984,24,10,14
63,ישיבת הר עציון,פרשת כי תבוא | Parshat Ki Tavo,PLYW43ncrfYv_IiOckkKvYb63Jy4R-WwyU,ser_9296077953685668,28,9,19
63,ישיבת הר עציון,פרשת כי תצא | Parashat Ki Tetze,PLYW43ncrfYv8InCeC9J0zr-vuSZF7eqIm,ser_9362393708455151,29,10,19
63,ישיבת הר עציון,פרשת ראה | Parshat Re'eh,PLYW43ncrfYv8SbtbeygbUIf_RtC-0HyRh,ser_3249807736312557,22,6,16
63,ישיבת הר עציון,תשעה באב,PLYW43ncrfYv_Hw0JgVoF8t7hgEKiiFYuf,ser_2832523267683598,18,12,6
63,ישיבת הר עציון,פרשת ואתחנן | Parshat Vaetchanan,PLYW43ncrfYv-_HXx15sYP7y6szOrTQCTU,ser_5538641994043709,24,9,15
63,ישיבת הר עציון,פותחים שערים | בוגרים ותיקים,PLYW43ncrfYv8m7VWLcZL8b3-ywGBekL6f,ser_6391600755231012,47,12,35
63,ישיבת הר עציון,פרשת דברים | Parshat Devarim,PLYW43ncrfYv-cyuQ-b5Bhhd7OA_qL3O86,ser_9786717789102743,26,8,18
63,ישיבת הר עציון,מטות - מסעי |  Matot - Masei,PLYW43ncrfYv8rZe_P78xQ7GiBQm_YjjkC,ser_8136591400911724,33,9,24
63,ישיבת הר עציון,פרשת פנחס | Parshat Pinchas,PLYW43ncrfYv-KduSRu4RkRVLSIIai5Ev0,ser_3959846739293903,28,8,20
63,ישיבת הר עציון,פרשת בלק | Parashat Balak,PLYW43ncrfYv_1ZrX1QcHLtQGjwaAAYJUh,ser_9772513346810533,30,9,21
63,ישיבת הר עציון,"חידוש מהגוש | פרשת השבוע | תש""ף",PLYW43ncrfYv-nOZSMm1JKZrZUxciPrf91,ser_5842964067126365,44,4,40
63,ישיבת הר עציון,פרשת חקת | Parshat Chukat,PLYW43ncrfYv_QUMVGrU-lD2aq2QO06h5h,ser_2873258759048504,30,8,22
63,ישיבת הר עציון,מצוות ציצית,PLYW43ncrfYv9EiNT-k7N9NGp8leXC37O6,ser_4071219880600807,6,0,6
63,ישיבת הר עציון,פרשת שלח | Parshat Shelach,PLYW43ncrfYv96Q84ljtjebAA1WrZrC988,ser_1304364029450987,30,10,20
63,ישיבת הר עציון,פרשת בהעלותך | Parshat Beha'alotcha,PLYW43ncrfYv8OP902L5JsKswLBo1678vY,ser_7320366996706793,28,8,20
63,ישיבת הר עציון,פרשת נשא | Parshat Naso,PLYW43ncrfYv8ZFuVqGKDWgeWBtj3g7pBm,ser_3700358316424541,24,7,17
63,ישיבת הר עציון,Shavuot,PLYW43ncrfYv8C918FKQuVOOwPj_JaTuq9,ser_5375543667347954,23,15,8
63,ישיבת הר עציון,וביום הביכורים | שבועות,PLYW43ncrfYv_cr-qMB2L3sPQNOm-9tXqt,ser_3908128396934152,20,13,7
63,ישיבת הר עציון,פרשת במדבר | Parashat Bamidbar,PLYW43ncrfYv9X0fEMxBTJ1h6XpkvSKd4X,ser_7094114803175668,28,10,18
63,ישיבת הר עציון,פרשיות בהר ובחוקותי | Parshiot Behar and Bechukotai,PLYW43ncrfYv8JzID6zCt7dbxllCjyo1Db,ser_1550912682146915,46,13,33
63,ישיבת הר עציון,פרשת אמור | Parshat Emor,PLYW43ncrfYv_y8ik0VrEGe_YW_20PHy_-,ser_9922252768667470,33,10,23
63,ישיבת הר עציון,פרשת ויקרא | Parshat Vayikra,PLYW43ncrfYv8ofZv6qqiQSufNJPLF7Y6A,ser_7025526619038560,34,14,20
63,ישיבת הר עציון,בית מדרש חי | כט' אדר,PLYW43ncrfYv9t1MQ2kXLIyhIQp51QHenu,ser_2520039499442095,9,2,7
63,ישיבת הר עציון,בית מדרש חי | כח' אדר,PLYW43ncrfYv_Lpt7AaXe9UsoRBg3u_hRr,ser_6652362787675946,8,0,8
63,ישיבת הר עציון,עלייתו ונפילתו של המלך שלמה | הרב אמנון בזק,PLYW43ncrfYv_v4dqQ9O_s5127p9c9R3Mw,ser_2636963312481776,9,3,6
63,ישיבת הר עציון,דף יומי | מסכת שבת,PLYW43ncrfYv8LqL51oYnkQn0Mt5YKJ0Ed,ser_4448812411883987,134,127,7
63,ישיבת הר עציון,חידוש מהגוש | ספר בראשית | הרב יעקב מדן והרב אמנון בזק,PLYW43ncrfYv-s7buYUkL8JrwaYE-LaQx4,ser_2278583869172478,12,2,10
63,ישיבת הר עציון,Five Minutes on Parshat HaShavua - 5780,PLYW43ncrfYv8fF8QXm4GFJhIPiokKGF_2,ser_5156977803883025,48,2,46
63,ישיבת הר עציון,Five MInutes on Parshat HaShavua  - 5779,PLYW43ncrfYv_rwd4nQZd0SDVNavMRW8EO,ser_3087834894876537,46,6,40
63,ישיבת הר עציון,"יום לימוד לפסח תשע""ט",PLYW43ncrfYv-TAKMx7I2U9pl-dhelVN25,ser_2810226250310245,6,0,6
63,ישיבת הר עציון,חידוש מהגוש | חגים ומועדים,PLYW43ncrfYv9IHTNuLUqc5y0gR0MB-Y3a,ser_3519507286211655,27,17,10
63,ישיבת הר עציון,פסח,PLYW43ncrfYv-sp4zv_gJlGzGZ13kbcKyh,ser_4173572171218267,45,30,15
63,ישיבת הר עציון,פרשת שבוע | English,PLYW43ncrfYv_PBhKq_pdyI3xL_xHwN9CJ,ser_3918245690591560,476,429,47
64,ישיבת הר ברכה,"בוקר של תורה תשפ""ד | יום העצמאות ה-76",PLD8G4dKEOeZxc51QZWjx1h5POCYnOHwKg,ser_9880831936452620,8,1,7
64,ישיבת הר ברכה,"הכנת מאכלים בשבת | הרב אליעזר מלמד שליט""א",PLD8G4dKEOeZyut1lqLVFoOFF5hChfDKlq,ser_9892736357349913,10,3,7
64,ישיבת הר ברכה,חנוכת בית הכנסת החדש וסיום פניני הלכה כשרות,PLD8G4dKEOeZwr7OrRbQLUaFa83z0s41JW,ser_5988739921164824,17,2,15
64,ישיבת הר ברכה,הלכות תלמוד תורה | הרב אליעזר מלמד,PLD8G4dKEOeZwO9V4_iotAU6Kohcw145pR,ser_1209910919855398,21,15,6
64,ישיבת הר ברכה,הלכות תשעה באב | הרב אליעזר מלמד,PLD8G4dKEOeZycQz5c3W6udbpJVKK4_cFA,ser_3260713570646608,8,1,7
64,ישיבת הר ברכה,הלכות צער בעלי חיים | הרב אליעזר מלמד,PLD8G4dKEOeZw43skG2anhYHMAWpPBM9lY,ser_9890846361272115,10,1,9
64,ישיבת הר ברכה,הלכות כשרות הבשר | הרב אליעזר מלמד,PLD8G4dKEOeZxv53Nx809mZr6h6ddOJJaU,ser_2394887023100716,24,11,13
64,ישיבת הר ברכה,"הלכות ברכות | הרב אליעזר מלמד שליט""א",PLD8G4dKEOeZys81Fy7Y2wZBOErQa-0tsO,ser_6733086692575309,13,3,10
64,ישיבת הר ברכה,"הלווית הרב איתמר בן גל הי""ד",PLD8G4dKEOeZwV7bDAJ-lpJqi8SVuAD-iP,ser_2935277832634450,8,1,7
64,ישיבת הר ברכה,"אזכרה לרב נדב אטרה - תשע""ח",PLD8G4dKEOeZzxfD0P_AWs4Sdp1Tpnbzd6,ser_7022766074611189,8,1,7
64,ישיבת הר ברכה,פניני הלכה | הרב אליעזר מלמד,PLD8G4dKEOeZyloXYZvBqBLd-ZHtXmSmhL,ser_7525502201977734,18,0,18
64,ישיבת הר ברכה,הרב שלומי בדרך קצרה,PLD8G4dKEOeZxhuaIDzHJ2B3MBMWxuGVmM,ser_1593858143850560,15,7,8
65,חב״ד,הרב שניאור אשכנזי - שיעורים לפורים,PLMGMCujFS-38M6wcFPKfC9B1CVYECcyYa,ser_3187815434012481,14,3,11
65,חב״ד,הרב שניאור אשכנזי | מלחמה ואקטואליה,PLMGMCujFS-3-gFgJ3b0TEwzueIgQhjOVI,ser_8320247710841841,68,62,6
65,חב״ד,"הרב שניאור אשכנזי | שיעורים בתניא תשפ""ה",PLMGMCujFS-39wBUVHy_9yBqXQgiRlInMA,ser_1435198959691932,23,15,8
65,חב״ד,פרשת השבוע המרכזי תשפ״ו | הרב שניאור אשכנזי,PLMGMCujFS-3-8d41nufrO54SR5NViuA-B,ser_1056401513957330,112,6,106
65,חב״ד,קצרים,PLMGMCujFS-38JAU3NExCRKZ6inIkI6clt,ser_3627897373755467,72,61,11
65,חב״ד,שיעורים בתניא,PLMGMCujFS-38ucFwU1-UOc5V44Y-nbTPH,ser_4611086158521410,106,100,6
65,חב״ד,נשמה יהודית,PLMGMCujFS-3-X_EVr534b768JMCjDHwFK,ser_4660673363412020,23,0,23
65,חב״ד,לימוד תורה,PLMGMCujFS-38KIp6xXgjXJ8rt_cIkpkpn,ser_7434907695173190,14,0,14
65,חב״ד,סיפורי ניסים,PLMGMCujFS-3_AkOkndQMA_J8-ncgW_Ogw,ser_9723213830467864,37,0,37
65,חב״ד,חגים,PLMGMCujFS-39Trc542ah3PmacCA_DBgVo,ser_2877473373004271,64,40,24
65,חב״ד,עזרה לזולת,PLMGMCujFS-39y4-bwA1MRBZpEJ592L4gP,ser_6301537746764322,23,0,23
65,חב״ד,אושר,PLMGMCujFS-38IWUxFHe_viEBNNqdvsBhK,ser_1770366281538730,14,0,14
65,חב״ד,מצוות,PLMGMCujFS-39lVPKSSMQm7ly09_sikVNy,ser_4477431101599624,35,0,35
65,חב״ד,אמונה ובטחון,PLMGMCujFS-39XKfn0oCcQeug-xHy3sqah,ser_5474178434480078,22,0,22
65,חב״ד,תקשורת,PLMGMCujFS-38JjkEQyGpRaIPEbZKLXLVX,ser_1481254848258465,38,1,37
65,חב״ד,זוגיות,PLMGMCujFS-3_IySZGCaYNjCPzVq54MGEH,ser_2610961245601732,23,4,19
65,חב״ד,משפחה,PLMGMCujFS-3-KLztZ-zV1f2p17i-8ZJ5A,ser_7680194835765606,19,0,19
65,חב״ד,חינוך,PLMGMCujFS-39D-1t66R7XQCbevUKkq0eh,ser_8197505645124953,55,12,43
65,חב״ד,בסוד הפרשה - השיעור השבועי בפרשת השבוע,PLMGMCujFS-38k80zbzl_JauPXCsY6Thlt,ser_7523860672794951,432,422,10
66,הרב אורי שרקי,שיעורי הרב שרקי על פרי צדיק לר' צדוק הכהן מלובלין,PLltco4f4g3dmTuBu_AhRz5U4Qw5VBxU6X,ser_2521015006594606,26,1,25
66,הרב אורי שרקי,ספר תהלים – הרב שרקי,PLltco4f4g3dl4HqBgUWOzKGyeaVstovZU,ser_4307203825967407,8,0,8
66,הרב אורי שרקי,האיסלם – הרב שרקי,PLltco4f4g3dkAJZ5ZR2Nm3HysIuze8yzN,ser_8849718301616623,29,5,24
66,הרב אורי שרקי,"מלחמת ""חרבות ברזל"" תשפ""ד – הרב שרקי",PLltco4f4g3dkMaj2_SsIMY2ffbNCBl3aS,ser_2246511885298943,51,13,38
66,הרב אורי שרקי,"אומנות ותרבות: ציור, קולנוע, שירה, ספורט ועוד – הרב שרקי",PLltco4f4g3dm0Ceru48XWO2u6OH-t6UI-,ser_5582309624199471,14,4,10
66,הרב אורי שרקי,על הדרך - הרב אורי שרקי,PLltco4f4g3dnAEk98fPzLbm4_CZs5o1mD,ser_8309193404977516,7,0,7
66,הרב אורי שרקי,חינוך – הרב שרקי,PLltco4f4g3dlturknlTvLdE9aJIBmmhIY,ser_6228678151903765,9,1,8
66,הרב אורי שרקי,"ליל יום ירושלים בקהילת ""בית יהודה"" – הרב שרקי",PLltco4f4g3dlYjbDqkwtRTdWRWZgLoivT,ser_9144689297270873,12,0,12
66,הרב אורי שרקי,מדינת הלכה – הרב שרקי,PLltco4f4g3dkQPcUbhec0HXpDSLlUHmZf,ser_1078928982731866,11,0,11
66,הרב אורי שרקי,ראיונות עם הרב שרקי בערוץ TOV,PLltco4f4g3dksysKwcIoSfBwQImvCxFSz,ser_4242336897175799,90,2,88
66,הרב אורי שרקי,סליחות – הרב שרקי,PLltco4f4g3dkQeBRIQYbtC4K3aBilWyx2,ser_5197835313802206,13,0,13
66,הרב אורי שרקי,Entretiens | Rav Cherki en Français,PLltco4f4g3dmJCrc3bObkWj4siJub3KNy,ser_3497158876100366,15,0,15
66,הרב אורי שרקי,שיעור יום שישי בקהילת בית יהודה,PLltco4f4g3dmNSlB7PRDGTBkwzaGARaTI,ser_2322005072204033,197,59,138
66,הרב אורי שרקי,חוזה המדינה: בנימין זאב הרצל – הרב שרקי,PLltco4f4g3dngOdwpwJvc7Dum31OKD1ZC,ser_4376406786271700,11,5,6
66,הרב אורי שרקי,בני נח – הרב שרקי,PLltco4f4g3dmeTFkUaiNjBQVnL3tZTBML,ser_8243830086660732,22,4,18
66,הרב אורי שרקי,La Paracha | Rav Cherki en Français,PLltco4f4g3dmVuIt5npIekYaEeXkF_Ts-,ser_2319898160497384,52,0,52
66,הרב אורי שרקי,קצרצרים (#Shorts) – הרב שרקי,PLltco4f4g3dlr-f5dJUy3b5bivoO_X94Y,ser_3014166072261407,81,61,20
66,הרב אורי שרקי,הרב קוק – הרב שרקי,PLltco4f4g3dlyuXDW39mYcZ3NmAXgxthT,ser_4011512746034438,27,18,9
66,הרב אורי שרקי,"י""ז בתמוז, בין המצרים ותשעה באב – הרב שרקי",PLltco4f4g3dlP-YbE0hGJY-7uSnTtZ1wr,ser_8215663728184395,17,11,6
66,הרב אורי שרקי,שבועות – הרב שרקי,PLltco4f4g3dncF7lI9xXAljhE0zPul9V6,ser_4511482135539431,19,8,11
66,הרב אורי שרקי,"אלול, ראש השנה ויום הכיפורים (ימים נוראים) – הרב שרקי",PLltco4f4g3dnOvrMm7wC2OGX7qRCePICR,ser_5881390309897649,48,28,20
66,הרב אורי שרקי,עשרה בטבת (יום הקדיש הכללי) – הרב שרקי,PLltco4f4g3dkIkThfX3j-UjBKBlbL2peA,ser_7160744182598202,12,5,7
66,הרב אורי שרקי,פודקאסטים – הרב שרקי,PLltco4f4g3dnucChOWRBMoKj9JNZTcl2f,ser_6281006878922201,15,8,7
66,הרב אורי שרקי,חנוכה – הרב שרקי,PLltco4f4g3dnVMaWZkvNn5CndsXQnrWnc,ser_5661593868138569,39,33,6
66,הרב אורי שרקי,פסח ופסח שני – הרב שרקי,PLltco4f4g3dk7ZBUuN2heoxZPFCngIoVQ,ser_6263643403507383,38,30,8
66,הרב אורי שרקי,משנתו של מניטו – הרב שרקי,PLltco4f4g3dmu9iFWwMGtaZNb1KDdRy3L,ser_3689054377413336,36,29,7
66,הרב אורי שרקי,פורים – הרב שרקי,PLltco4f4g3dmShYa7fzQcMoAlZi4FG9dq,ser_2548224737248142,30,23,7
66,הרב אורי שרקי,נושאים חמים – הרב שרקי,PLltco4f4g3dkFiIyQj2mGllC5KhAhLkwC,ser_6441148383827480,54,46,8
66,הרב אורי שרקי,פאנלים – הרב שרקי,PLltco4f4g3dk5yRQ5-ojlwRWerGm6Equr,ser_7059317175911029,28,22,6
66,הרב אורי שרקי,הרב שרקי בתקשורת,PLltco4f4g3dn8ojiCPm1pU90Lh1ZShKVQ,ser_9328852081000311,64,55,9
66,הרב אורי שרקי,Fêtes d'Israël | Rav Cherki en Français,PLltco4f4g3dkNf9W8EWjw43rVYGBlYWoY,ser_8311254060030723,33,21,12
66,הרב אורי שרקי,הרב והפרופסור | הרב שרקי ופרופ' שטרנגר,PLltco4f4g3dkI-s_AVlyADnjyKPEjcdOU,ser_8943093057867740,81,53,28
66,הרב אורי שרקי,יום העצמאות – הרב שרקי,PLltco4f4g3dl9QVSDmRoNW5ncF5gFxi1e,ser_8205609296013021,28,20,8
67,ישיבת שבי חברון,"שיעור כללי | גיטין | תשפ""ה",PLnai2vxKHUajY6tJMQvXRicPGw5gWsbFo,ser_9769005912047028,24,17,7
67,ישיבת שבי חברון,שיעורים על יום כיפור | סוכות | הושענה רבא,PLnai2vxKHUajVFsd0Foatrdus0-fJfPxV,ser_7813978125431831,33,2,31
68,דף יומי,"בגרות במסכת סוכה (בגרות בגמרא, תלמוד) - שיעורים קצרים וברורים במיוחד שיעזרו לכם ללמוד לבגרות בסוכה",PLqWea-DR5oXK1Qx72U9zgjI1MJWTNtqmq,ser_3621929671369303,10,0,10
68,דף יומי,מסכת חגיגה - קריאה בגמרא עצמה,PLqWea-DR5oXLkgaLdFvgIOMhOOwh--Ipf,ser_6641923534770795,15,0,15
68,דף יומי,מסכת חגיגה - השיעור המשולב (תרשים עם קריאה בגמרא),PLqWea-DR5oXKH2YAzyMPtfFrocUZeI4Mx,ser_8497401757693670,13,0,13
68,דף יומי,מסכת חגיגה - דף יומי,PLqWea-DR5oXJnw4Pz3l7Nw0D90v-A9C7k,ser_2291693116854425,43,28,15
68,דף יומי,מסכת מועד קטן - קריאה בגמרא עצמה,PLqWea-DR5oXLEqcUdzjSOV1f5nOLQNLlf,ser_4955310899571224,13,0,13
68,דף יומי,מסכת מועד קטן - קריאה בגמרא עצמה,PLqWea-DR5oXLj-CP3juIpH6Za7KmDKdKj,ser_2824452098739559,13,0,13
